description,name,protein,fat,carbohydrate,calories
['creamorwhitesauce'],"Tuna noodle casserole with vegetables, cream or white sauce",8.99,6.22,14.2,149
"['noodles', 'andvegetablesincludingcarrots', 'broccoli', 'and/ordarkgreenleafy;cheesesauce']","Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",8.35,5.22,14.2,137
"['noodles', 'andvegetablesexcludingcarrots', 'broccoli', 'anddark-greenleafy;cheesesauce']","Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.39,5.22,15.3,141
[],Bouillabaisse,11.3,3.48,1.4,85.0
"['broccoli', 'and/ordark-greenleafy;tomato-basedsauce']","Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",8.83,1.34,6.24,74.0
[],Tuna noodle casserole with vegetables and mushroom sauce,8.11,4.46,13.0,124
['PuertoRicanstyle'],"Codfish with starchy vegetables, Puerto Rican style",3.53,5.43,18.5,135
['PuertoRicanstyle'],"Biscayne codfish, Puerto Rican style",9.2,12.2,11.1,190
['NFS'],"Stew, NFS",5.24,3.98,8.25,90.0
"['NSastotypeofmeat', 'withnoodles']","Chow mein or chop suey, NS as to type of meat, with noodles",9.91,5.43,11.2,131
['NFS'],"Paella, NFS",9.54,7.17,15.8,169
"['varioustypesofmeat', 'withnoodles']","Chow mein or chop suey, various types of meat, with noodles",10.4,5.57,11.2,134
"['mostlyliver', 'PuertoRicanstyle']","Stewed variety meats, mostly liver, Puerto Rican style",15.8,2.49,5.73,110
"['withpotatoes', 'PuertoRicanstyle']","Stewed tripe, with potatoes, Puerto Rican style",8.57,4.07,9.45,108
[],Gumbo with rice,8.16,3.43,6.55,89.0
[],Jambalaya with meat and rice,13.8,7.97,8.64,161
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'nosauce']","Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",11.4,6.73,3.0,116
"['broccoli', 'anddark-greenleafy;nopotatoes', 'nosauce']","Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",10.0,7.09,5.16,121
['excludingpotatoes'],"Beef shish kabob with vegetables, excluding potatoes",14.8,4.89,4.99,121
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'tomato-basedsauce']","Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",8.24,6.99,4.48,110
[],Swiss steak,10.8,8.12,3.57,132
"['stuffedwithvegetablesormeatmixture', 'tomato-basedsauce']","Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",20.6,9.07,6.51,194
"['broccoli', 'anddark-greenleafy;nopotatoes', 'tomato-basedsauce']","Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",7.67,7.18,5.96,115
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'mushroomsauce']","Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",7.8,7.16,5.24,115
"['broccoli', 'anddark-greenleafy;nopotatoes', 'mushroomsauce']","Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",7.85,7.16,6.97,121
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'soy-basedsauce']","Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",11.7,8.81,4.65,144
[],Beef and broccoli,10.4,10.6,5.09,160
"['tofu', 'andvegetablesincludingcarrots', 'broccoli', 'and/ordark-greenleafy;nopotatoes', 'soy-basedsauce']","Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",7.3,7.68,4.75,115
[],Szechuan beef,7.08,5.3,7.29,105
[],Hunan beef,7.08,5.3,7.29,105
['nonoodles'],"Beef chow mein or chop suey, no noodles",10.8,2.61,3.85,82.0
[],Kung Pao beef,18.3,14.6,4.74,219
"['broccoli', 'anddark-greenleafy;nopotatoes', 'soy-basedsauce']","Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",12.1,9.15,4.3,146
"['tofu', 'andvegetablesexcludingcarrots', 'broccoli', 'anddark-greenleafy;nopotatoes', 'soy-basedsauce']","Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",7.51,7.95,4.42,116
['Hawaiianstyle'],"Beef and vegetables, Hawaiian style",4.33,1.48,14.1,84.0
[],Pepper steak,11.9,9.12,4.34,145
"['ground', 'witheggandonion']","Beef, ground, with egg and onion",21.9,14.5,1.05,228
[],Beef salad,17.9,19.3,2.82,260
"['cheese', 'tomato', 'tacosauce']","Beef taco filling: beef, cheese, tomato, taco sauce",13.0,11.3,6.33,181
[],Stir fried beef and vegetables in soy sauce,10.8,3.74,4.44,95.0
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'gravy']","Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",8.06,7.34,4.5,115
"['broccoli', 'anddark-greenleafy;nopotatoes', 'gravy']","Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",8.11,7.34,6.47,122
[],Seasoned shredded soup meat,18.2,12.8,3.59,206
['PuertoRicanstyle'],"Beef stew with vegetables excluding potatoes, Puerto Rican style",15.1,14.1,6.71,215
['PuertoRicanstyle'],"Corned beef with tomato sauce and onion, Puerto Rican style",19.2,12.4,2.04,200
['PuertoRicanstyle'],"Beef steak with onions, Puerto Rican style",20.9,24.1,3.89,321
[],Cabbage with ham hocks,7.97,2.49,4.5,71.0
[],Ham or pork salad,13.3,18.1,2.75,230
[],Frankfurters or hot dogs and sauerkraut,7.56,17.3,3.42,198
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'nosauce']","Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",11.2,7.27,3.14,123
[],Greens with ham or pork,4.91,1.41,4.68,47.0
"['tofu', 'andvegetablesincludingcarrots', 'broccoli', 'and/ordark-greenleafy;nopotatoes', 'soy-basesauce']","Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",7.0,7.77,4.75,116
['Hawaiianstyle'],"Pork and vegetables, Hawaiian style",7.43,3.63,6.9,89.0
[],Pork and watercress with soy-based sauce,14.9,12.7,3.35,190
[],Kung Pao pork,17.3,14.9,4.74,222
['withoutChinesepancake'],"Moo Shu pork, without Chinese pancake",10.4,10.7,4.01,153
[],Pork and onions with soy-based sauce,11.1,9.14,5.43,149
[],Pork hash,13.0,13.6,1.93,185
"['and/ordark-greenleafy;nopotatoes', 'nosauce']","Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",7.45,8.28,2.59,115
"['broccoli', 'anddark-greenleafy;nopotatoes', 'nosauce']","Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",7.56,7.83,5.12,120
"['broccoli', 'anddark-greenleafy;nopotatoes', 'nosauce']","Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",10.1,7.03,5.52,124
"['tofu', 'andvegetables', 'excludingcarrots', 'broccoli', 'anddark-greenleafy;nopotatoes', 'soy-basedsauce']","Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",7.2,8.05,4.42,117
['nonoodles'],"Pork chow mein or chop suey, no noodles",10.3,4.3,3.85,98.0
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'tomato-basedsauce']","Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",7.76,7.13,4.48,111
"['broccoli', 'anddark-greenleafy;nopotatoes', 'tomato-basedsauce']","Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",7.81,7.14,6.44,118
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'tomato-basedsauce']","Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",5.56,8.34,4.94,113
"['excludingcarrots', 'broccoli', 'anddark-greenleafy;nopotatoes', 'tomato-basedsauce']","Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",5.62,8.34,6.94,120
['nosauce'],"Sausage and peppers, no sauce",14.0,19.9,3.26,247
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'soy-basedsauce']","Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",11.0,9.03,4.65,145
"['broccoli', 'anddark-greenleafy;nopotatoes', 'soy-basedsauce']","Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",11.4,9.37,4.3,148
['excludingpotatoes'],"Pork shish kabob with vegetables, excluding potatoes",13.9,5.18,4.99,124
['PuertoRicanstyle'],"Stuffed christophine, Puerto Rican style",12.6,16.2,4.45,214
['PuertoRicanstyle'],"Pork chop stewed with vegetables, Puerto Rican style",10.8,3.17,5.21,93.0
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'gravy']","Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",13.5,3.79,6.37,117
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'creamorwhitesauce']","Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",9.33,6.82,5.94,124
"['broccoli', 'anddark-greenleafy;andpotatoes', 'creamorwhitesauce']","Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",10.7,6.32,6.69,126
['excludingpotatoes'],"Lamb shish kabob with vegetables, excluding potatoes",12.2,5.69,4.99,121
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'nosauce']","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",9.66,7.78,2.88,118
"['broccoli', 'anddark-greenleafy;nopotatoes', 'nosauce']","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",8.72,7.96,5.08,123
['excludingpotatoes'],"Chicken or turkey shish kabob with vegetables, excluding potatoes",13.1,3.7,4.99,103
['withoutrice'],"Chicken or turkey creole, without rice",13.8,4.22,2.96,103
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'gravy']","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",7.1,7.44,4.47,112
"['broccoli', 'anddark-greenleafy;nopotatoes', 'gravy']","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",7.16,7.45,6.43,119
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'cream', 'white', 'orsoup-basedsauce']","Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",9.41,13.8,6.76,187
"['broccoli', 'anddark-greenleafy;nopotatoes', 'cream', 'white', 'orsoup-basedsauce']","Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",9.57,13.3,6.31,181
[],Chicken or turkey divan,15.5,7.26,4.01,140
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'soy-basedsauce']","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",8.18,4.56,5.38,95.0
"['broccoli', 'anddark-greenleafy;nopotatoes', 'soy-basedsauce']","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",10.7,8.21,4.35,132
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'tomato-basedsauce']","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",7.23,7.8,4.42,113
"['broccoli', 'anddark-greenleafy;nopotatoes', 'tomato-basedsauce']","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",7.28,7.81,6.35,120
[],General Tso chicken,12.9,16.4,24.0,295
[],Moo Goo Gai Pan,7.11,2.44,4.87,69.0
[],Kung pao chicken,9.76,6.98,6.87,129
[],Almond chicken,16.1,13.3,4.64,198
['nonoodles'],"Chicken or turkey chow mein or chop suey, no noodles",9.78,3.23,3.84,83.0
['madewithmayonnaise'],"Chicken or turkey salad, made with mayonnaise",14.0,18.8,2.8,235
[],Chicken or turkey salad with nuts and/or fruits,12.5,17.8,5.95,230
[],Chicken or turkey salad with egg,13.8,18.1,2.66,228
['madewithlightmayonnaise'],"Chicken or turkey salad, made with light mayonnaise",13.6,8.15,4.68,145
['madewithmayonnaise-typesaladdressing'],"Chicken or turkey salad, made with mayonnaise-type salad dressing",13.7,7.95,5.87,147
['madewithlightmayonnaise-typesaladdressing'],"Chicken or turkey salad, made with light mayonnaise-type salad dressing",13.6,8.15,4.68,145
['madewithcreamydressing'],"Chicken or turkey salad, made with creamy dressing",13.8,13.1,3.94,187
['madewithlightcreamydressing'],"Chicken or turkey salad, made with light creamy dressing",13.8,6.36,4.2,128
['madewithItaliandressing'],"Chicken or turkey salad, made with Italian dressing",13.7,7.84,5.29,145
['madewithlightItaliandressing'],"Chicken or turkey salad, made with light Italian dressing",13.6,4.71,4.85,115
['madewithanytypeoffatfreedressing'],"Chicken or turkey salad, made with any type of fat free dressing",13.4,3.81,6.21,110
"['chickenand/orturkey', 'tomatoand/orcarrots', 'othervegetables', 'nodressing']","Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",10.2,1.35,2.74,62.0
"['chickenand/orturkey', 'othervegetablesexcludingtomatoandcarrots', 'nodressing']","Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11.0,1.43,2.33,65.0
"['chickenand/orturkey', 'bacon', 'cheese', 'lettuceand/orgreens', 'tomatoand/orcarrots', 'othervegetables', 'nodressing']","Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11.1,5.63,2.67,104
"['breaded', 'fried', 'gardensaladwithbaconandcheese', 'chickenand/orturkey', 'bacon', 'cheese', 'lettuceand/orgreens', 'tomatoand/orcarrots', 'othervegetables', 'nodressing']","Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6.92,7.75,6.0,120
"['chickenand/orturkey', 'cheese', 'lettuceand/orgreens', 'tomatoand/orcarrots', 'othervegetables', 'nodressing']","Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",10.4,4.54,2.68,92.0
"['breaded', 'fried', 'gardensaladwithcheese', 'chickenand/orturkey', 'cheese', 'lettuceand/orgreens', 'tomatoand/orcarrots', 'othervegetables', 'nodressing']","Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6.62,7.92,6.06,120
"['chickenand/orturkey', 'lettuce', 'fruit', 'nuts', 'nodressing']","Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",11.5,5.42,9.32,126
"['chickenand/orturkey', 'lettuce', 'fruit', 'nuts', 'crispynoodles', 'nodressing']","Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",10.4,5.29,7.78,115
"['chickenand/orturkey', 'lettuce', 'tomato', 'cheese', 'nodressing']","Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",8.68,1.98,2.54,61.0
"['breaded', 'fried', 'caesargardensalad', 'chickenand/orturkey', 'lettuce', 'tomatoes', 'cheese', 'nodressing']","Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",6.47,6.88,6.65,113
"['broccoli', 'and/ordark-greenleafy;nopotatoes', 'cheesesauce']","Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",9.83,7.24,3.88,119
"['broccoli', 'anddark-greenleafy;nopotatoes', 'cheesesauce']","Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",9.87,7.24,5.54,124
"['withsauce', 'nopotatoes', 'potatoesreportedseparately', 'PuertoRicanstyle']","Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",14.0,13.1,2.54,183
"['nosauce', 'nopotatoes', 'PuertoRicanstyle']","Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",25.2,11.0,0.0,200
[],Crab salad,9.44,15.9,1.19,187
[],Lobster salad,10.3,15.4,1.15,186
[],Salmon salad,10.9,17.4,2.66,212
['nonoodles'],"Shrimp chow mein or chop suey, no noodles",8.8,1.69,4.27,69.0
['madewithmayonnaise'],"Tuna salad, made with mayonnaise",10.1,15.8,2.82,193
['madewithlightmayonnaise'],"Tuna salad, made with light mayonnaise",9.82,5.4,4.67,105
['madewithmayonnaise-typesaladdressing'],"Tuna salad, made with mayonnaise-type salad dressing",9.92,5.19,5.84,107
['madewithlightmayonnaise-typesaladdressing'],"Tuna salad, made with light mayonnaise-type salad dressing",9.82,5.4,4.67,105
['madewithcreamydressing'],"Tuna salad, made with creamy dressing",10.0,10.3,3.94,147
['madewithlightcreamydressing'],"Tuna salad, made with light creamy dressing",9.86,1.16,7.31,77.0
['madewithItaliandressing'],"Tuna salad, made with Italian dressing",9.87,5.09,5.27,105
['madewithlightItaliandressing'],"Tuna salad, made with light Italian dressing",9.82,2.0,4.84,75.0
['madewithanytypeoffatfreedressing'],"Tuna salad, made with any type of fat free dressing",9.64,1.15,6.18,72.0
[],Shrimp salad,10.7,16.2,1.19,196
[],Seafood salad,10.2,15.8,1.17,190
[],Tuna salad with cheese,11.4,17.6,2.78,214
[],Tuna salad with egg,10.3,15.4,2.67,190
